D_foul1 (m),D_foul2 (m),D_foul3 (m),mfr1 (kg/s),mfr2 (kg/s),Inner inlet temperature (K),Inner outlet temperature (K),Outer inlet temperature (K),Outer outlet temperature (K),Inner Pressure Drop (Pa),Outer Pressure Drop (Pa)
0.001155,8.77E-04,0.001376,0.387,0.553,369.3,357.04,302.1,309.89,120.39,8.7105
7.63E-04,5.13E-04,3.66E-04,0.362,1.269,346.73,335.83,305.14,308.07,118.52,33.415
4.74E-04,7.33E-04,5.39E-04,0.717,2.132,370.79,356.5,295.64,299.95,300.98,93.227
0.001108,8.60E-04,0.001106,0.862,1.557,361.95,354.51,306.04,309.72,476.11,53.99
9.60E-04,5.35E-04,9.59E-04,1.06,2.204,355.84,347.46,295.56,299.23,676.56,102.79
7.93E-04,9.63E-04,3.10E-04,0.75,1.173,344.82,338.65,292.26,295.89,367.59,30.131
8.45E-04,2.20E-04,2.43E-04,1.286,1.108,346.4,341.06,290.04,295.75,948.26,25.777
6.00E-05,5.19E-04,5.96E-04,0.921,0.967,345.78,340.51,304.12,308.68,453.78,20.341
2.82E-04,0.001216,2.14E-04,0.28,0.969,360.56,343.52,290.38,294.92,68.955,22.049
4.54E-04,8.56E-04,2.47E-04,0.372,2.397,368.35,346.89,294.66,297.73,104.27,114.74
9.24E-04,3.92E-04,7.51E-04,0.995,1.631,342.28,336.86,304.14,307.17,620.21,55.574
8.31E-04,0.001142,3.34E-04,1.742,1.341,361.02,357.32,302.88,306.98,1566.2,38.316
5.26E-04,0.001021,0.001449,1.956,1.387,361.22,357.71,306.48,310.78,1814.1,45.269
6.02E-04,0.001212,9.95E-04,1.542,1.641,344.03,340.47,291.52,294.51,1251.5,61.921
7.58E-04,0.001114,0.001041,1.926,0.721,372.8,369.28,300.52,308.65,1807.9,13.266
1.60E-04,0.001048,3.82E-04,0.535,2.03,362.31,349.95,304.64,307.59,174.99,84.13
8.40E-05,3.81E-04,9.91E-04,1.783,0.625,353.79,350.01,293.22,302.85,1433.5,10.333
4.57E-04,8.16E-04,4.25E-04,0.271,2.208,353.4,334.03,295.46,297.69,68.549,99.98
1.36E-04,6.79E-04,0.001379,0.514,1.372,366.04,352.45,308.56,313.19,161.13,42.924
1.90E-04,4.54E-04,0.00139,0.56,2.435,360.46,342.18,294.2,298.09,194.31,129.39
8.31E-04,8.71E-04,6.35E-04,1.248,0.765,350.3,346.35,295.46,301.23,886.09,14.504
6.42E-04,0.001155,2.87E-04,1.086,1.883,358.08,351.93,299.56,302.71,657.4,73.443
4.61E-04,7.53E-04,0.001075,0.406,1.876,359.6,342.07,292.26,295.79,122.89,78.101
8.40E-05,8.49E-04,9.24E-04,1.061,2.231,357.59,349.18,296.72,300.32,569.25,106.59
0.001057,4.50E-04,0.00136,0.163,2.267,343.5,320.25,290.3,291.9,30.894,114.74
4.98E-04,7.80E-04,8.34E-04,1.417,0.44,353.1,349.88,292.62,301.9,1032.1,6.0875
5.70E-05,0.001036,0.001166,1.63,2.051,352.28,347.32,292.42,295.96,1221.4,95.027
2.35E-04,0.001146,2.95E-04,1.354,1.433,347,342.9,294.1,297.59,919.4,43.968
1.66E-04,2.46E-04,0.001251,1.698,1.395,352.61,346.54,294.08,300.77,1342.4,43.037
1.43E-04,0.001142,7.58E-04,1.458,2.351,341.58,337.9,300.18,302.26,1043.6,117.33
0.001085,0.001228,4.14E-04,1.174,1.473,366.66,361.14,304.24,308.07,807.3,46.379
6.31E-04,1.22E-04,5.71E-04,1.156,0.56,348.35,344.72,309.48,316.31,747.3,7.4979
3.32E-04,8.23E-04,1.37E-04,0.146,0.642,353.63,334.31,300.6,304.71,21.015,10.168
7.38E-04,7.41E-04,2.26E-04,1.177,1.687,341.45,337.92,309.46,311.69,802.18,56.915
9.15E-04,9.10E-05,8.19E-04,0.406,1.864,343.14,328.87,297.94,300.91,150.95,71.702
0.001082,1.71E-04,0.001108,0.797,1.007,350,343.51,308.02,312.67,425.6,22.505
9.22E-04,2.94E-04,7.04E-04,0.769,0.402,348.22,343.02,291.92,301.09,388.56,5.113
4.94E-04,5.92E-04,0.001104,1.32,1.074,343.99,340.22,301.54,305.71,930.59,26.358
7.50E-05,6.03E-04,8.31E-04,1.04,0.864,368.91,361.6,304.82,312.67,533.48,16.786
1.82E-04,9.90E-05,6.70E-05,0.615,2.258,361.02,340.7,297.18,302.29,227.85,94.804
5.46E-04,4.11E-04,4.53E-04,1.058,2.141,348.32,341.86,308.66,311.6,632.05,88.863
8.54E-04,0.001142,0.001198,1.096,0.746,341.52,338.38,299.12,303.27,723.2,14.833
0.001177,0.001183,0.00102,0.805,2.338,342.11,336.03,293.42,295.34,451.78,121.84
7.09E-04,5.35E-04,5.12E-04,1.818,0.759,342.11,340.09,308.24,312.59,1717.2,12.932
0.001159,9.75E-04,0.001216,1.348,1.437,368.78,362.64,291.24,296.3,1044.2,47.933
9.96E-04,7.26E-04,6.37E-04,1.5,2.485,349.21,344.05,294.62,297.46,1274.5,126.93
0.001076,6.09E-04,4.71E-04,1.534,1.055,358.08,353.84,300.14,305.6,1319.2,23.831
4.01E-04,9.80E-04,1.83E-04,0.362,0.795,372.54,357.15,302.7,309.07,93.64,14.172
1.71E-04,9.97E-04,0.001079,0.14,2.475,358.41,332.31,304.78,306.16,18.985,129.93
8.53E-04,0.001023,0.00115,0.125,1.65,346.9,326.91,302.44,303.87,17.701,62.178
0.001167,9.73E-04,0.001422,0.526,0.82,353.89,345.18,294.14,299.28,210.64,18.001
1.01E-04,6.45E-04,1.20E-04,1.519,1.925,350.79,346.04,307.3,310.7,1089.9,71.865
0.001086,0.001128,3.82E-04,0.364,0.482,351.39,342.35,292.2,298.59,119.54,7.0884
9.64E-04,0.001243,8.70E-04,0.978,0.761,354.65,350.79,308.54,313.01,584.94,14.055
5.89E-04,5.74E-04,3.44E-04,1.59,2.355,349.87,345.33,308.12,310.9,1301.5,105.17
7.50E-04,8.56E-04,2.24E-04,0.324,2.315,350.26,337.78,308.88,310.52,98.491,102.95
6.02E-04,0.001192,4.08E-04,0.115,1.057,355.77,333.51,304.7,306.96,14.237,24.824
3.34E-04,4.99E-04,5.04E-04,0.463,2.376,365.64,344.92,296.66,300.38,144.08,112.55
9.11E-04,1.96E-04,3.61E-04,0.13,1.456,344.26,320.21,293.48,295.54,19.82,43.595
0.001117,5.50E-04,2.98E-04,0.752,0.805,362.21,354.76,304.68,310.92,375.15,14.113
5.80E-04,8.74E-04,8.80E-05,1.381,1.11,353.6,349.44,300.3,304.85,1001.9,25.708
5.08E-04,0.001058,1.73E-04,0.664,2.107,340.73,333.77,297.12,299.17,287.22,90.21
8.60E-05,6.73E-04,9.45E-04,0.862,1.958,344.22,337.39,303.68,306.44,409.63,81.618
8.56E-04,6.08E-04,8.61E-04,0.229,1.788,362.41,338.86,300.54,303.33,53.892,68.336
6.05E-04,7.84E-04,3.52E-04,1.508,1.61,342.18,338.28,294.02,297.34,1209.9,54.129
7.10E-04,2.42E-04,0.001015,0.613,1.75,349.34,337.45,298.54,302.43,255.68,65.076
9.34E-04,4.93E-04,8.51E-04,0.594,1.324,352.14,341.49,290.88,295.31,249.89,38.524
0.001194,2.70E-04,0.001223,1.006,1.418,347.16,340.07,290.4,295.03,659.93,44.934
8.76E-04,0.001238,3.51E-04,1.818,2.265,360.89,357.27,307.84,310.37,1706.1,102.73
5.84E-04,6.50E-04,0.001232,1.755,1.479,342.11,338.7,296.18,299.88,1576.9,49.742
6.11E-04,5.72E-04,0.001201,0.706,1.429,355.97,347.21,307.32,311.26,310.36,45.406
2.54E-04,0.001124,0.001234,1.762,1.601,361.05,356.89,304.26,308.21,1428.7,58.734
4.78E-04,2.22E-04,6.94E-04,1.935,1.469,368.45,361.31,295,303.27,1744.7,44.493
9.94E-04,8.32E-04,4.70E-04,1.635,1.498,348.65,344.85,295.66,299.3,1484.2,47.67
9.91E-04,1.44E-04,3.55E-04,0.828,0.837,350.49,342.81,291.5,298.49,447.11,15.915
6.66E-04,5.56E-04,2.92E-04,0.577,0.425,356.17,348.72,294.4,303.69,220.96,5.3126
5.60E-05,6.00E-05,7.53E-04,0.642,1.398,364.02,345.36,290.14,298,236.03,40.623
2.00E-04,0.00105,0.001089,1.042,2.265,371.65,363.15,308.44,311.93,545.92,108.62
3.46E-04,0.00115,2.75E-04,1.81,0.91,342.41,339.9,292.82,297.28,1587.4,19.553
2.09E-04,1.11E-04,8.89E-04,0.491,1.089,355.84,340.34,292.08,298.6,159,26.104
9.39E-04,9.18E-04,3.22E-04,1.943,1.173,372.18,367.67,290.64,297.08,1907.3,29.7
6.11E-04,5.85E-04,0.001384,1.402,0.862,357.59,352.9,299.16,305.91,1026.8,18.17
3.16E-04,0.001005,0.001436,1.329,0.704,367.95,362.98,299.94,308.13,862.75,13.22
9.18E-04,3.22E-04,0.001419,1.242,0.797,358.65,353.58,305.32,312.31,877.73,15.205
4.87E-04,4.00E-04,0.001005,0.438,2.37,348.78,333.63,299.42,302.07,147.22,116.81
0.001137,5.35E-04,3.27E-04,0.584,1.849,362.8,350.06,302.94,306.6,244.81,68.087
0.001083,4.69E-04,0.001153,1.352,2.41,372.34,364.04,308.56,312.72,1029.1,116.23
6.20E-04,0.00119,7.21E-04,1.624,0.778,363.23,359.58,298.18,304.81,1319.5,14.994
3.73E-04,6.85E-04,5.57E-04,1.869,1.727,342.57,339.87,309.94,312.53,1689.3,61.203
5.68E-04,9.50E-04,8.93E-04,1.675,1.209,372.01,366.64,291,297.5,1359.9,33.26
7.31E-04,0.001119,3.10E-04,1.664,1.45,355.61,351.65,294.48,298.44,1431.6,44.827
7.38E-04,9.22E-04,1.59E-04,1.99,1.941,370.1,365.62,307.94,311.9,1920.1,74.216
0.00105,1.68E-04,2.89E-04,0.432,1.007,369.96,351.1,290.08,297.47,143.58,21.721
9.61E-04,5.74E-04,0.00126,0.674,0.898,349.41,341.89,295.42,300.62,312.18,19.887
7.66E-04,9.48E-04,0.001409,0.649,1.88,369.96,358.94,309.74,313.15,266.93,79.509
0.00118,1.17E-04,9.38E-04,1.487,1.727,341.85,336.62,295.14,299.28,1326.2,62.77
0.001156,1.77E-04,8.19E-04,1.445,1.725,344.79,340,304.3,307.93,1244,61.271
0.001185,0,0.000964,1.335,1.15,372.87,364.68,308.44,316.82,1025.6,27.928
0.000459,0,0.000562,0.108,0.742,369.67,331.6,299.2,304.34,12.586,12.762
0.001182,0,0.001437,0.478,0.9,348.75,337.99,299.76,305.12,185.83,19.083
0.001093,0,0.000271,1.103,1.731,345.25,337.04,290.96,295.84,766.01,58.667
0.00112,0,0.000613,0.837,0.788,342.61,337.47,304.74,309.82,476.02,13.667
0.000263,0,0.000799,1.723,1.328,354.36,347.7,298.76,306.65,1399.3,36.513
0.000765,0,0.001068,1.8,0.434,365.38,361.38,295.04,309.77,1625.8,5.4285
0.000762,0,0.001058,1.409,1.007,344.85,340.32,300.54,306.37,1099.6,22.318
0.000266,0,0.000824,1.01,2.498,372.11,351.09,295.12,302.84,531.27,121.72
0.001037,0,0.001265,0.812,1.001,361.22,350.24,291.38,299.46,425.77,23.13
0.00084,0,0.000107,0.651,2.468,365.54,345.84,302.14,306.91,280,109.52
0.001026,0,0.000803,1.561,2.032,340.1,335.2,303.96,307.46,1407.5,82.607
0.00086,0,0.001178,1.536,1.922,344.82,338.19,296.48,301.38,1311.1,77.878
0.000114,0,0.00097,0.336,2.475,359.6,329.64,294.78,298.6,96.189,124.21
0.00114,0,0.000256,0.391,0.558,340.59,332.32,299.04,304.55,145.73,7.8194
0.000181,0,0.000141,0.501,0.497,366.73,352.63,290.9,303.89,155.41,6.413
0.000548,0,0.000399,1.462,2.433,351.32,342.03,299.68,304.86,1116.4,110.88
0.000283,0,0.000197,0.746,1.204,371.42,355.53,302.66,311.57,311.17,28.303
0.000863,0,0.001043,1.405,1.719,365.25,354.7,293.32,301.05,1073.2,61.695
0.000815,0,0.000599,1.755,0.52,367.32,363.05,303.9,316.58,1563.7,6.5956
0.000216,0,0.000785,1.006,0.961,352.97,345.46,303.4,310.64,537.07,19.683
0.000389,0,0.000604,1.042,2.204,340.63,330.58,292.98,297.46,614.91,96.113
0.000246,0,0.000982,0.193,0.566,362.64,338.86,299.08,306.59,34.728,8.4279
0.000954,0,0.001271,0.698,2.006,371.88,352.8,302.96,308.98,316.88,83.824
0.000954,0,0.000581,0.305,1.022,371.85,345.69,290.64,297.81,87.432,22.659
0.000893,0,0.001083,1.13,1.645,340.23,334.38,304.44,308.18,775.82,56.89
0.000067,0,0.000666,1.914,1.809,365.15,355.14,298,307.6,1595.7,64.491
0.000124,0,0.001418,0.341,2.053,368.25,339.51,308.34,312.76,92.824,88.138
0.000663,0,0.000337,0.32,2.011,358.22,331.39,290.66,294.66,97.367,79.05
0.000392,0,0.001183,0.63,0.954,345.48,336.86,302.96,308.28,253.46,20.401
0.000286,0,0.000211,0.478,2.072,350.03,331.93,299.82,303.78,162.56,81.333
0.00032,0,0.000329,1.519,1.051,360.36,353.44,299.42,308.45,1115.7,22.228
0.000389,0,0.000152,0.545,1.807,367.36,346.7,306.82,312.52,188.93,61.137
0.000568,0,0.000401,1.183,0.576,349.08,344.36,298.08,306.96,768.84,8.1189
0.000126,0,0.001037,0.463,2.317,363.36,339.66,309.36,313.76,141.93,103.99
0.000761,0,0.000628,1.949,1.379,340.4,336.17,292.46,297.9,1978.9,39.183
0.000363,0,0.001208,0.959,1.085,369.7,356.45,290.24,300.75,491.39,26.288
0.000855,0,0.00063,1.346,0.994,358.25,351.36,292.04,300.48,1003.4,21.314
0.000396,0,0.000564,0.622,1.547,345.71,335.6,309.14,312.93,249.09,47.67
0.001148,0,0.000879,0.822,0.709,353.04,346.37,304.98,311.98,451.28,11.613
0.000669,0,0.000194,1.458,0.534,356.4,352.39,304.6,314.5,1115.5,6.7006
0.000052,0,0.001416,1.039,0.931,364.95,355.33,306.36,316.09,536.55,19.55
0.000237,0,0.000991,1.088,0.423,341.91,338.04,294.66,303.87,633.51,5.4392
0.000861,0,0.001127,1.842,0.499,361.22,357.34,294.98,307.79,1740.7,6.8853
0.000741,0,0.000431,1.428,1.988,367.49,355.6,293.4,301.05,1075.2,76.441
0.000656,0,0.001226,0.864,0.696,351.35,344.79,304.64,312.08,448.98,11.654
0.000481,0,0.00063,1.512,0.862,351.91,347.38,305.4,312.62,1159.7,15.803
0.00082,0,0.001002,1.973,0.564,345.25,343.04,308.98,315.81,2016.6,7.8762
0.000125,0,0.00104,0.136,0.83,364.49,334.94,307.08,311.57,17.8,15.52
0.000811,0,0.000117,1.66,1.891,365.48,356.65,302.44,309.4,1426.6,66.509
0.000332,0,0.000854,1.242,1.4,350.89,343.93,309.26,314.87,799.8,40.356
0.000084,0,0.000243,1.69,2.116,361.95,351.27,303.6,311.38,1291.5,82.421
0.000384,0,0.000995,0.714,0.465,358.65,350.42,298.1,309.61,300.28,6.0126
0.000572,0,0.000399,0.328,0.812,355.41,338.84,298.86,305.1,96.485,14.468
0.000824,0,0.001121,1.436,0.728,368.22,362.05,303.6,314.36,1094.6,12.271
0.001077,0,0.000588,0.727,1.528,350.59,339.51,297.46,302.36,365.16,47.306
0.001057,0,0.001094,0.13,1.631,348.68,320.29,294.32,296.48,20.493,57.547
0.000523,0,0.001132,1.943,0.551,365.41,361.37,304.68,317.3,1777.9,7.6129
0.000608,0,0.000071,1.759,0.444,348.09,345.6,304.52,313.4,1566,4.9891
0.000554,0,0.000217,1.44,0.45,347.13,344.31,306.86,315.03,1088.2,5.1189
0.000638,0,0.001419,0.201,1.366,347,327.45,303.02,305.75,41.237,41.7
0.000954,0,0.000277,1.493,1.763,346.14,340.24,302.22,306.77,1264.2,59.809
0.000535,0,0.000652,1.077,0.469,355.02,349.28,290.02,302.03,638.74,6.2542
0.000227,0,0.001436,0.193,1.206,365.48,335.09,302.26,306.76,35.012,32.726
0.000587,0,0.001346,0.592,1.015,358.88,346.14,302.98,309.77,228.04,23.141
0.000618,0,0.001029,0.37,1.282,360.36,341.38,305.82,310.93,111.74,35.041
0.000135,0,0.001414,1.44,0.94,355.38,348.5,292.44,302.06,989.95,20.786
0.000466,0,0.000224,0.338,0.768,363.66,343.78,294.86,302.97,94.708,13.13
0.000285,0,0.000456,1.745,1.368,357.79,351.19,305.62,313.22,1426.5,37.051
0.000248,0,0.000991,1.96,0.933,372.67,365.71,295.48,308.47,1694.1,19.093
0.000159,0,0.000739,0.822,1.568,342.18,331.51,292.74,298,388.56,50.707
0.000386,0,0.000866,1.096,0.568,347.19,343.12,308.96,316.18,651.11,7.8458
0.000304,0,0.000687,1.029,2.198,370.49,351.69,294,302.01,553.42,94.624
0.000232,0,0.001113,0.615,1.616,345.58,331.62,293.76,298.79,240.13,55.808
0.000427,0,0.000882,1.445,1.343,366.04,356.1,293.84,303.41,1033.4,37.607
0.00091,0,0.001054,1.08,1.788,345.71,337.37,297.72,302.37,711.18,66.935
0.00039,0,0.000491,1.367,2.088,344.46,335.89,295.02,300.22,977.28,85.107
0.000572,0,0.000866,0.849,2.036,356.01,341.46,296.18,301.76,429.01,83.955
0.001185,0,0.00066,0.427,1.185,350,335.97,294.22,298.99,158.2,29.571
0.001177,0,0.001274,0.638,0.629,350.43,341.73,291.56,299.75,296.17,10.757
0.000783,0,0.001212,0.649,1.179,357.92,344.18,290.36,297.33,278.67,30.981
0.000072,0,0.000648,1.115,1.349,346.11,338.33,301.24,307.23,638.12,37.191
0.00012,0,0.001146,0.767,1.505,353.76,341.6,306.6,312.35,330.44,47.864
0.001174,0,0.000967,0.613,0.429,370.49,360.74,303.12,315.7,260.96,5.0696
0.000877,0,0.000809,1.43,2.048,354.26,345.47,297.56,303.13,1135.7,84.182
0.000421,0,0.001432,1.202,2.387,360.82,348.37,307.54,313.32,755.62,113.63
0.000812,0,0.000939,1.724,0.642,367.56,362.77,305.18,316.59,1513.8,9.6609
0.000098,0,0.000879,0.691,0.482,347.39,340.13,293.56,303.24,277.71,6.6072
0.001177,0,0.001121,1.01,2.149,359.21,347.75,301.88,306.81,646.22,94.578
0.000444,0,0.001003,0.543,1.269,342.44,330.54,291.32,296.17,206.1,34.988
0.000127,0,0.000854,0.529,0.797,343.33,333,294.3,300.8,184.25,15.071
0.001185,0,0.000193,0.86,1.242,366.99,355.95,305.46,312.33,478.08,30.113
0.00034,0,0.001239,0.1,1.066,348.71,323.17,303.72,305.99,11.35,25.603
0.000942,0,0.00076,1.466,0.509,370.13,365.07,304.94,317.88,1157.1,6.4261
0.000858,0,0.0011,0.953,0.852,354.39,346.26,291.8,300.14,551.58,17.294
0.001183,0,0.000938,1.985,1.818,346.04,340.82,292.22,297.45,2196.3,68.707
0.001171,0,0.001059,0.615,0.566,365.11,353.94,293.22,304.24,266.76,8.583
0.000332,0,0.000352,0.45,0.476,365.44,352.71,303.82,314.81,133.9,5.6627
0.000188,0,0.000464,1.039,2.298,343.53,332.65,297.36,302,584.33,101.6
0.001109,0,0.001374,0.138,0.576,344.03,325.75,298.3,302.46,22.39,9.3816
0.000436,0,0.001233,0.818,1.343,365.58,350.09,290.88,299.45,382.02,39.253
0.001116,0,0.000291,1.612,1.36,367.89,360.2,299.16,307.22,1429.5,36.246
0.000096,0,0.001404,1.487,0.459,343.33,340.66,306.52,314.52,1064.3,5.9577
0.000663,0,0.000394,1.436,1.969,340.96,334.69,299.68,303.93,1130.2,75.079
0.001195,0,0.000096,0.622,0.713,372.77,358.97,292.64,303.44,268.94,11.42
0.0004,0,0.000989,1.417,0.652,342.54,339.11,303.96,310.8,1039.3,10.279
0.000434,0,0.00025,0.298,2.028,366.86,335.65,297.58,301.82,81.141,78.599
0.000553,0,0.001237,1.768,1.536,365.11,356.72,298.9,307.59,1518.2,50.255
0.000309,0,0.000525,0.25,1.568,357.89,335.01,308.72,312.12,57.28,48.828
0.000512,0,0.000677,0.172,0.931,346.2,329.3,306.72,309.67,29.853,18.593
0.000834,0,0.001181,1.236,1.022,353.4,347.15,301.24,308.1,868,23.099
0.000268,0,0.000974,1.202,0.696,355.48,348.7,292.26,302.95,736.9,11.996
0.000515,0,0.000603,1.859,0.415,348.84,346.16,295.04,306.03,1694.9,4.9863
0.00106,0,0.000211,0.949,1.068,358.45,349.47,294.16,301.43,564.69,23.092
0.00117,0,0.001125,0.868,2.183,353.79,343.52,308.76,312.53,500.66,95.501
0.000817,0,0.00105,0.86,1.975,340.99,330.6,290.38,294.66,478.26,82.006
0.001065,0,0.001341,1.928,1.912,367.42,358.88,292.54,300.25,1953.1,78.004
0.000946,0,0.001407,1.909,1.555,346.4,341.01,290.64,296.66,1952.6,53.392
0.000167,0,0.001024,0.685,2.494,349.97,331.17,290.9,295.76,283.23,127.15
0.000964,0,0.000954,0.448,1.92,358.91,338.31,297.1,301.59,159.08,76.051
0.000452,0,0.00125,1.525,1.395,354.19,346.58,295.16,302.76,1169.8,42.217
0.000853,0,0.000596,0.562,2.229,352.61,334.7,292.92,297.16,228.72,98.27
0.001139,0,0.000746,1.058,1.393,345.97,338.95,297.7,302.63,715.36,40.274
0.000612,0,0.001205,1.122,1.305,352.9,344.39,297.48,304.19,703.93,37.017
0.000886,0,0.00048,1.552,2.051,353.46,345.81,300.84,306.13,1316.3,81.254
0.001078,0,0.000821,1.694,1.387,349.93,344.31,292.1,298.37,1606.9,40.29
0.000996,0,0.00053,0.862,2.185,358.15,343.76,293.74,298.96,475.54,93.371
0.000763,0,0.000784,1.951,2.372,371.68,361.87,305.06,312.25,1866.3,105.81
0.000318,0,0.00105,1.69,1.61,356.47,347.97,292.78,300.94,1363.2,54.432
0.000624,0,0.001191,0.75,1.089,340.66,333.14,297.28,302.16,361.85,26.47
0.000654,0,0.000242,1.485,0.749,352.61,348.64,308.96,316.09,1158.9,11.714
0.000464,0,0.00118,1.166,1.969,358.81,347.65,305.12,311.19,724.22,79.796
0.000371,0,0.000414,0.242,1.633,351.35,329.02,301.52,304.64,55.15,52.851
0.000876,0,0.001156,1.496,1.026,347.26,342.95,304.2,309.97,1242.9,23.21
0.000891,0,0.001003,0.79,1.885,366.57,350.86,302.66,308.64,391.79,72.601
0.000343,0,0.001075,0.621,1.738,352.11,335.87,294.76,300.17,244.23,63.667
0.000592,0,0.000884,0.32,0.423,368.02,351.62,300.76,312.15,84.361,5.0471
0.000145,0,0.000884,1.631,1.232,341.65,337.46,307.52,312.61,1274.4,31.923
0.000296,0,0.000175,0.235,1.185,365.08,339.17,305.98,310.71,50.696,27.682
0.000351,0,0.000207,0.685,1.135,346.73,336,290.22,296.3,290.15,26.333
0.000515,0,0.000428,0.524,0.551,342.97,334.37,290.2,297.93,193.87,8.1634
0.00086,0,0.00105,1.506,0.992,366.43,359.3,296.92,306.5,1205.8,21.573
0.00085,0,0.001094,1.086,1.528,348.38,341.24,306.18,310.88,702.93,49.206
0.000826,0,0.001101,1.899,0.591,340.92,338.62,302.8,309.54,1905.5,8.9192
0.000612,0,0.00047,0.168,1.887,363.23,332.15,307,309.58,29.336,69.283
0.000462,0,0.000457,0.339,2.221,368.18,337.28,298.6,302.98,99.053,95.103
0.000881,0,0.001041,0.723,0.62,360.66,352.52,308.3,316.95,336.03,9.1937
0.000523,0,0.000278,1.738,1.009,340.26,337.12,304.56,309.55,1537.9,20.625
0.001085,0,0.000796,1.911,0.484,357.62,354.88,308.9,318.62,1955.7,5.9229
0.000549,0,0.001244,1.694,0.887,352.38,348.01,303.36,310.94,1437.1,17.783
0.001087,0,0.000198,1.082,1.44,341.39,335.06,296.7,301.12,745.17,40.735
0.001024,0,0.000351,1.331,1.112,362.41,354.57,290.5,298.9,1009,25.391
0.000738,0,0.000571,1.453,1.097,360.79,354.51,307.86,315.34,1116.3,24.597
0.000622,0,0.000841,1.517,1.946,345.41,338.82,301.98,306.72,1221.9,76.336
0.000283,0,0.001072,1.333,0.704,357.66,351.34,295.8,306.59,882.57,12.063
0.000668,0,0.000319,0.833,2.298,341.98,333.21,307.4,310.39,436.53,97.415
0.00072,0,0.00109,0.786,1.297,365.21,352.18,304.36,311.54,375.24,35.843
0.000835,0,0.001195,1.656,2.334,346.24,339.09,296.96,301.64,1487.1,112.72
0.000926,0,0.000057,1.029,0.65,354.55,348.87,303.38,311.58,636.92,9.287
0.000265,0,0.000313,1.187,1.891,369.87,353.97,291.08,300.11,705.41,68.585
0.000095,0,0.001423,1.833,0.408,357.19,353.68,295.28,309.47,1497.9,5.1231
0.000379,0,0.000991,1.521,0.501,345.38,342.52,305.82,313.81,1164.3,6.5902
0.000303,0,0.000161,1.061,2.009,366.66,352.42,307.3,314.15,585.61,73.953
0.000084,0,0.001079,0.628,1.631,353,337.75,302.1,307.58,235.4,55.793
0.000301,0,0.001225,0.364,1.23,343.5,328.01,291.74,296.09,115.01,33.854
0.000498,0,0.000103,0.271,1.057,346.17,329.34,295.94,300.02,69.498,22.713
0.000162,0,0.000974,1.039,1.034,364.49,353.93,299.78,309.42,549.25,22.965
0.000802,0,0.000151,1.96,0.417,357.69,354.56,290.74,303.93,1935.1,4.8935
0.000723,0,0.000247,0.816,0.721,372.21,360.32,291.7,303.75,393.44,11.788
0.000224,0,0.000996,0.577,0.746,354.32,343.79,303.84,311.37,205.86,12.833
0.00047,0,0.000865,1.534,1.586,358.88,349.6,291.12,299.28,1176.4,51.994
0.000241,0,0.000093,1.985,0.469,341.16,339.34,308.14,315.04,1837.3,5.4075
0.001118,0,0.000477,1.869,1.095,346.93,342.93,294.5,300.67,1939.6,24.9
0.001094,0,0.000931,0.814,1.024,353.56,345.74,306.14,311.83,439.19,22.552
0.001077,0,0.000505,1.823,1.517,346.14,341.92,305.86,310.43,1844,45.743
0.000413,0,0.001363,1.947,1.269,352.31,347.45,306.66,313.47,1795.8,35.302
0.000611,0,0.000424,1.075,0.938,370.2,360.07,295.9,306.28,627.82,18.36
0.00105,0,0.001024,0.309,1.597,366.37,339.41,295.3,300.12,94.945,54.009
0.000998,0,0.000712,1.584,1.759,370.76,361.03,299,306.79,1348.5,61.772
0.000932,0,0.000799,0.176,0.503,353.5,337.61,309.98,315.16,33.368,6.486
0.001133,0,0.001444,1.82,0.717,352.28,348.19,290.5,299.85,1833.1,13.475
0.000088,0,0.001443,0.324,0.971,367.82,345.65,307.26,314.08,82.438,21.4
0.00021,0,0.000589,1.54,1.257,372.8,362.42,297.18,308.52,1095.7,31.915
0.000513,0,0.000915,1.829,2.426,343.43,336.62,297.48,302.26,1677.1,117.44
0.000333,0,0.001328,0.628,1.971,352.77,336.71,301.3,306.06,247.53,82.306
0.000068,0,0.000781,1.071,0.749,367.98,359.7,309.32,319.94,562.98,12.181
0.001177,0,0.000872,0.693,0.656,348.32,341.94,306.3,312.47,341.99,10.175
0.000587,0,0.001414,0.94,0.887,359.24,350.43,299.3,307.79,504.84,18.279
0.000183,0,0.000057,0.478,0.587,353.6,342.91,302.72,310.8,150.32,7.8975
0.000283,0,0.001132,1.192,1.498,358.65,348.75,304.46,311.66,726.06,47.283
0.000696,0,0.000173,0.607,2.225,355.21,338.25,299.92,304.21,248.76,92.45
0.001186,0,0.001244,1.934,0.66,355.41,352.07,303.2,311.97,2049.6,10.684
0.001129,0,0.000648,0.75,0.461,367.32,359.54,306.26,317.64,369.72,5.4354
0.00108,0,0.000103,1.688,1.418,371.88,363.57,297.34,306.01,1530.4,38.515
0.001084,0,0.001068,0.564,1.807,351.15,338.22,305.18,308.93,238,67.806
0.000778,0,0.000077,0.478,2.313,349.14,332.25,299.98,303.29,177.12,98.898
0.001125,0,0.001331,0.453,1.074,366.57,347.89,292,299.23,159.65,26.363
0.000305,0,0.000155,0.244,0.482,359.93,341.53,297.7,306.34,54.004,6.0265
0.001,0,0.00094,0.974,0.805,371.42,361.36,295.06,305.87,567.54,14.948
